,comp_id,industry_sector,location,is_tax_haven,num_owners,is_private,emp_base,num_employees,industry_category,rev_per_emp_month_size,annual_revenue,net_revenue
5818,5818,1,INDIA,NO,1,YES,SMALL,231,r,HIGH,725978733.48,130579506.11
5819,5819,7,INDIA,NO,3,YES,MEDIUM,1559,r,VERY HIGH,10733957268.6,979371492.02
5820,5820,7,INDIA,NO,3,YES,VERY SMALL,30,r,VERY HIGH,198698000.4,12901946.69
5821,5821,5,INDIA,NO,2,NO,VERY SMALL,14,b,LOW,8906664.48,1247808.74
5822,5822,8,INDIA,NO,2,YES,LARGE,4674,r,VERY LOW,1100817862.56,161765501.47
5823,5823,1,INDIA,NO,1,YES,SMALL,217,r,HIGH,691315726.92,90840518.3
5824,5824,4,INDIA,NO,2,NO,VERY LARGE,21433,s,LOW,17241398771.88,2926927722.11
5825,5825,1,INDIA,NO,1,YES,SMALL,255,r,HIGH,639485960.4,38375245.31
5826,5826,3,INDIA,NO,1,NO,VERY LARGE,37076,b,HIGH,111174112258.56,-22161554555.17
5827,5827,7,INDIA,NO,4,NO,LARGE,2835,r,VERY HIGH,18770647946.4,2498091883.51
5828,5828,2,INDIA,NO,1,NO,MEDIUM,2106,s,LOW,1842063191.28,97315819.77
5829,5829,4,INDIA,NO,2,YES,SMALL,231,s,LOW,203441293.44,-19123549.78
5830,5830,7,INDIA,NO,2,NO,LARGE,8624,r,VERY HIGH,62494953333.12,10113988292.99
5831,5831,9,INDIA,NO,2,YES,LARGE,8735,r,MEDIUM,15460952096.4,1318767185.16
5832,5832,9,INDIA,NO,1,YES,SMALL,186,r,MEDIUM,286601745.6,39965238.03
5833,5833,5,INDIA,NO,3,NO,VERY SMALL,29,b,LOW,28150255.92,3222519.56
5834,5834,5,INDIA,NO,4,NO,SMALL,140,b,LOW,159603813.6,-19083903.99
5835,5835,0,INDIA,NO,1,NO,VERY SMALL,27,r,EXTRA HIGH,289146231.36,5248085.64
5836,5836,4,INDIA,NO,1,YES,VERY SMALL,25,s,LOW,20245617.0,3458393.87
5837,5837,2,INDIA,NO,3,YES,VERY SMALL,35,s,LOW,26049529.8,2961467.28
5838,5838,9,INDIA,NO,1,YES,MEDIUM,990,r,MEDIUM,2486211354.0,93877592.98
5839,5839,1,INDIA,NO,2,NO,SMALL,173,r,HIGH,684645327.12,41444555.27
5840,5840,9,INDIA,NO,1,YES,MEDIUM,2522,r,MEDIUM,3771469113.36,87386813.62
5841,5841,8,INDIA,NO,5,NO,MEDIUM,1770,r,VERY LOW,515408565.6,82023124.25
5842,5842,8,INDIA,NO,2,NO,EXTRA LARGE,99435,r,VERY LOW,31135333798.8,3787103716.78
5843,5843,0,INDIA,NO,2,NO,MEDIUM,2448,r,EXTRA HIGH,27782109941.76,510747784.07
5844,5844,1,INDIA,NO,1,YES,SMALL,243,r,HIGH,821680423.56,116345803.07
5845,5845,1,INDIA,NO,3,YES,VERY SMALL,20,r,HIGH,47048911.2,3958250.93
5846,5846,1,INDIA,NO,1,NO,LARGE,9141,r,HIGH,26058620190.24,349366294.75
5847,5847,0,INDIA,NO,3,NO,VERY LARGE,23704,r,EXTRA HIGH,238590599056.32,33575085955.26
5848,5848,0,INDIA,NO,5,YES,VERY LARGE,19363,r,EXTRA HIGH,172248147011.28,-17781164556.31
5849,5849,7,INDIA,NO,2,YES,EXTRA LARGE,104022,r,VERY HIGH,757859895410.4,-51708431005.5
5850,5850,9,INDIA,NO,1,YES,VERY SMALL,15,r,MEDIUM,34211993.4,-3589937.55
5851,5851,9,INDIA,NO,3,NO,MEDIUM,935,r,MEDIUM,1582781277.0,211084844.87
5852,5852,9,INDIA,NO,1,YES,LARGE,6972,r,MEDIUM,13724767133.28,886709128.4
5853,5853,3,INDIA,NO,1,YES,LARGE,8338,b,HIGH,26588190053.04,-2435609792.59
5854,5854,6,INDIA,NO,5,YES,LARGE,12267,s,MEDIUM,24161668581.24,811898570.18
5855,5855,7,INDIA,NO,2,YES,MEDIUM,1882,r,VERY HIGH,11892865613.04,258823978.83
5856,5856,9,INDIA,NO,1,NO,LARGE,10112,r,MEDIUM,18158988840.96,3359554257.35
5857,5857,0,INDIA,NO,5,NO,VERY SMALL,36,r,EXTRA HIGH,319352660.64,63803872.77
5858,5858,0,INDIA,NO,1,NO,VERY LARGE,29452,r,EXTRA HIGH,300508673077.44,52917808040.44
5859,5859,1,INDIA,NO,4,YES,MEDIUM,1642,r,HIGH,4158389301.6,94184032.17
5860,5860,7,INDIA,NO,2,YES,EXTRA LARGE,81425,r,VERY HIGH,531453317793.0,105695413390.06
5861,5861,8,INDIA,NO,1,NO,SMALL,204,r,VERY LOW,59417978.4,6566882.49
5862,5862,1,INDIA,NO,3,NO,VERY SMALL,34,r,HIGH,110359707.84,21541736.15
5863,5863,5,INDIA,NO,3,YES,MEDIUM,2028,b,LOW,1164686889.6,-224975659.5
5864,5864,9,INDIA,NO,1,YES,VERY SMALL,22,r,MEDIUM,38000125.68,5631653.28
5865,5865,1,INDIA,NO,1,NO,MEDIUM,929,r,HIGH,2746396197.0,537272482.63
5866,5866,6,INDIA,NO,1,YES,VERY LARGE,29042,s,MEDIUM,52510306988.88,-6728024589.8
5867,5867,1,INDIA,NO,2,NO,MEDIUM,966,r,HIGH,3284629135.2,-449366959.28
5868,5868,9,INDIA,NO,2,NO,SMALL,259,r,MEDIUM,551354848.8,-73602519.98
5869,5869,7,INDIA,NO,2,YES,LARGE,8846,r,VERY HIGH,64193914641.6,-2979800225.54
5870,5870,0,INDIA,NO,2,YES,LARGE,6256,r,EXTRA HIGH,57784634545.92,-8034741111.51
5871,5871,8,INDIA,NO,2,YES,VERY SMALL,22,r,VERY LOW,3001859.52,-546764.17
5872,5872,9,INDIA,NO,1,NO,SMALL,209,r,MEDIUM,425548962.96,38940959.89
5873,5873,9,INDIA,NO,2,NO,MEDIUM,1899,r,MEDIUM,3198029864.04,74778491.21
5874,5874,1,INDIA,NO,1,NO,MEDIUM,1703,r,HIGH,4686086176.2,860817500.23
5875,5875,3,INDIA,NO,2,YES,VERY SMALL,28,b,HIGH,80036604.48,10095981.33
5876,5876,0,INDIA,NO,1,YES,SMALL,171,r,EXTRA HIGH,1640205789.12,-98069665.62
5877,5877,0,INDIA,NO,1,YES,SMALL,362,r,EXTRA HIGH,3347180582.4,441585047.32
5878,5878,0,INDIA,NO,1,YES,SMALL,184,r,EXTRA HIGH,1699253726.4,127527170.95
5879,5879,9,INDIA,NO,3,YES,SMALL,190,r,MEDIUM,266702840.4,9507994.45
5880,5880,7,INDIA,NO,3,YES,SMALL,244,r,VERY HIGH,1833996134.4,94317197.3
5881,5881,0,INDIA,NO,3,YES,MEDIUM,2222,r,EXTRA HIGH,24159718186.56,-3123147419.96
5882,5882,0,INDIA,NO,1,NO,VERY SMALL,15,r,EXTRA HIGH,132896646.0,-21013719.66
5883,5883,1,INDIA,NO,3,YES,VERY SMALL,19,r,HIGH,53906557.56,4371426.43
5884,5884,6,INDIA,NO,1,NO,SMALL,126,s,MEDIUM,213567096.96,-31635244.17
5885,5885,0,INDIA,NO,3,YES,VERY SMALL,16,r,EXTRA HIGH,148604244.48,-8638635.61
5886,5886,4,INDIA,NO,3,YES,MEDIUM,2084,s,LOW,1183643394.72,24154735.61
5887,5887,4,INDIA,NO,3,NO,SMALL,279,s,LOW,204117716.88,-40657392.29
5888,5888,0,INDIA,NO,2,NO,VERY SMALL,37,r,EXTRA HIGH,318619807.92,32727651.02
5889,5889,0,INDIA,NO,1,NO,LARGE,4800,r,EXTRA HIGH,41628498048.0,8096535146.89
5890,5890,9,INDIA,NO,1,NO,LARGE,6487,r,MEDIUM,12475217943.24,-1981186336.34
5891,5891,8,INDIA,NO,1,YES,EXTRA LARGE,91775,r,VERY LOW,18810545403.0,-236527860.23
5892,5892,0,INDIA,NO,3,NO,VERY SMALL,26,r,EXTRA HIGH,263171622.48,-51638754.35
5893,5893,3,INDIA,NO,3,NO,LARGE,9680,b,HIGH,27721395820.8,2580642844.11
5894,5894,1,INDIA,NO,1,YES,MEDIUM,1348,r,HIGH,3148075902.24,139065513.8
5895,5895,9,INDIA,NO,1,NO,MEDIUM,1326,r,MEDIUM,2477183978.88,-35528114.39
5896,5896,2,INDIA,NO,3,NO,MEDIUM,2390,s,LOW,2635802131.2,-320266027.15
5897,5897,8,INDIA,NO,1,YES,VERY SMALL,26,r,VERY LOW,4196977.2,-218998.75
5898,5898,0,INDIA,NO,3,NO,MEDIUM,1065,r,EXTRA HIGH,9682223850.0,-428364562.92
5899,5899,7,INDIA,NO,1,NO,VERY SMALL,37,r,VERY HIGH,162747724.92,15283387.41
5900,5900,0,INDIA,NO,2,YES,MEDIUM,1622,r,EXTRA HIGH,15334082544.96,462422294.5
5901,5901,3,INDIA,NO,2,NO,VERY SMALL,32,b,HIGH,101959787.52,16049273.4
5902,5902,0,INDIA,NO,3,NO,MEDIUM,1494,r,EXTRA HIGH,15433241171.76,2325814677.06
5903,5903,0,INDIA,NO,2,NO,MEDIUM,794,r,EXTRA HIGH,6863136261.36,104862374.69
5904,5904,1,INDIA,NO,1,YES,EXTRA LARGE,144296,r,HIGH,521393492681.28,85488401820.69
5905,5905,9,INDIA,NO,3,YES,LARGE,7123,r,MEDIUM,13365960757.92,353841561.84
5906,5906,0,INDIA,NO,1,YES,MEDIUM,1135,r,EXTRA HIGH,12099246914.4,-1745819915.55
5907,5907,0,INDIA,NO,4,YES,SMALL,201,r,EXTRA HIGH,1174829892.84,57378655.28
5908,5908,9,INDIA,NO,1,YES,LARGE,8085,r,MEDIUM,15048807127.2,893812226.69
5909,5909,0,INDIA,NO,1,NO,SMALL,291,r,EXTRA HIGH,2767959151.92,-246432544.08
5910,5910,5,INDIA,NO,3,NO,MEDIUM,1446,b,LOW,717960863.52,51527949.61
5911,5911,5,INDIA,NO,1,YES,MEDIUM,1698,b,LOW,1165684267.44,21483562.05
5912,5912,9,INDIA,NO,1,YES,LARGE,10908,r,MEDIUM,16622061554.88,-629606396.87
5913,5913,9,INDIA,NO,2,NO,VERY LARGE,25541,r,MEDIUM,55086876817.08,9411709159.25
5914,5914,7,INDIA,NO,1,NO,MEDIUM,2129,r,VERY HIGH,14367829608.12,2094109376.01
5915,5915,7,INDIA,NO,2,NO,VERY SMALL,35,r,VERY HIGH,255058507.2,24359825.35
5916,5916,1,INDIA,NO,2,NO,EXTRA LARGE,116754,r,HIGH,351167595395.76,30133656312.06
5917,5917,0,INDIA,NO,2,YES,VERY LARGE,20911,r,EXTRA HIGH,221711036351.64,40365246899.52
5918,5918,0,INDIA,NO,3,NO,VERY SMALL,21,r,EXTRA HIGH,255877340.04,6067386.33
5919,5919,8,INDIA,NO,1,YES,LARGE,4388,r,VERY LOW,1165358896.8,-150587130.01
5920,5920,7,INDIA,NO,3,YES,VERY SMALL,35,r,VERY HIGH,272382994.8,-39673674.88
5921,5921,7,INDIA,NO,3,NO,SMALL,280,r,VERY HIGH,1919239358.4,125018667.89
5922,5922,4,INDIA,NO,2,NO,VERY SMALL,52,s,LOW,45965736.96,1371531.2
5923,5923,4,INDIA,NO,2,NO,SMALL,218,s,LOW,212130262.8,3426179.05
5924,5924,0,INDIA,NO,2,NO,MEDIUM,1294,r,EXTRA HIGH,11661931417.44,-1168474685.5
5925,5925,2,INDIA,NO,1,NO,SMALL,163,s,LOW,120910961.52,3483853.36
5926,5926,7,INDIA,NO,2,NO,EXTRA LARGE,77109,r,VERY HIGH,718481462526.36,84265610438.96
5927,5927,9,INDIA,NO,3,YES,SMALL,124,r,MEDIUM,206987109.12,39053741.07
5928,5928,1,INDIA,NO,1,NO,VERY SMALL,39,r,HIGH,136329757.2,-7447324.96
5929,5929,2,INDIA,NO,1,YES,MEDIUM,1948,s,LOW,1238076178.56,-165060139.93
5930,5930,0,INDIA,NO,1,YES,SMALL,329,r,EXTRA HIGH,2817527666.52,436055342.54
5931,5931,2,INDIA,NO,1,YES,MEDIUM,1232,s,LOW,985994634.24,49490529.79
5932,5932,9,INDIA,NO,4,NO,VERY SMALL,41,r,MEDIUM,60299013.24,5143181.88
5933,5933,9,INDIA,NO,3,NO,SMALL,223,r,MEDIUM,421690047.48,-70173440.1
5934,5934,3,INDIA,NO,2,YES,VERY SMALL,19,b,HIGH,67033561.8,7885020.52
5935,5935,5,INDIA,NO,1,YES,MEDIUM,965,b,LOW,869124972.6,39979508.22
5936,5936,7,INDIA,NO,1,NO,VERY SMALL,35,r,VERY HIGH,241699416.0,6859253.38
5937,5937,3,INDIA,NO,1,YES,SMALL,168,b,HIGH,470921633.28,24863870.57
5938,5938,3,INDIA,NO,2,NO,SMALL,287,b,HIGH,914713553.88,-136442420.43
5939,5939,2,INDIA,NO,3,YES,VERY LARGE,25805,s,LOW,23611398493.8,4234573550.37
5940,5940,1,INDIA,NO,2,NO,SMALL,186,r,HIGH,572128359.12,-10011046.39
5941,5941,6,INDIA,NO,1,NO,MEDIUM,2356,s,MEDIUM,4282506854.4,384016853.83
5942,5942,5,INDIA,NO,4,NO,MEDIUM,1694,b,LOW,1871009448.0,68551603.96
5943,5943,7,INDIA,NO,1,NO,EXTRA LARGE,120519,r,VERY HIGH,828975980579.04,20675354726.62
5944,5944,4,INDIA,NO,1,NO,MEDIUM,2234,s,LOW,1809393628.32,148396582.36
5945,5945,2,INDIA,NO,1,NO,SMALL,146,s,LOW,192074440.56,29388283.05
5946,5946,9,INDIA,NO,1,NO,SMALL,163,r,MEDIUM,291270326.76,-45542660.89
5947,5947,9,INDIA,NO,2,YES,VERY SMALL,18,r,MEDIUM,31891708.8,3038287.59
5948,5948,7,INDIA,NO,2,NO,MEDIUM,1121,r,VERY HIGH,8438415386.4,759605031.81
5949,5949,0,INDIA,NO,3,NO,LARGE,6649,r,EXTRA HIGH,53161913806.92,9007793281.1
5950,5950,3,INDIA,NO,5,YES,MEDIUM,2427,b,HIGH,7288504381.08,977297234.23
5951,5951,1,INDIA,NO,2,NO,SMALL,143,r,HIGH,443128686.0,55304593.87
5952,5952,5,INDIA,NO,1,YES,VERY SMALL,24,b,LOW,19279488.96,-452737.78
5953,5953,7,INDIA,NO,2,YES,SMALL,136,r,VERY HIGH,827485999.68,61073207.18
5954,5954,9,INDIA,NO,2,YES,VERY SMALL,43,r,MEDIUM,65716191.36,7146679.16
5955,5955,0,INDIA,NO,3,NO,MEDIUM,1573,r,EXTRA HIGH,16607933833.92,2886427121.8
5956,5956,7,INDIA,NO,2,YES,LARGE,5748,r,VERY HIGH,33672424327.2,3640670546.65
5957,5957,9,INDIA,NO,1,NO,MEDIUM,1761,r,MEDIUM,3855727391.76,753788114.33
5958,5958,9,INDIA,NO,5,YES,MEDIUM,1875,r,MEDIUM,4330075050.0,101817322.28
5959,5959,8,INDIA,NO,3,YES,LARGE,11032,r,VERY LOW,2165942567.04,106983822.78
5960,5960,7,INDIA,NO,2,YES,EXTRA LARGE,113360,r,VERY HIGH,814032328761.6,131907538813.39
5961,5961,8,INDIA,NO,1,NO,LARGE,10798,r,VERY LOW,3441013777.2,-554220298.73
5962,5962,0,INDIA,NO,1,YES,MEDIUM,1474,r,EXTRA HIGH,14715420696.24,1785169896.79
5963,5963,8,INDIA,NO,2,YES,LARGE,9171,r,VERY LOW,2725184660.4,424657372.81
5964,5964,0,INDIA,NO,1,NO,SMALL,248,r,EXTRA HIGH,2762927357.76,-346098826.64
5965,5965,0,INDIA,NO,2,YES,LARGE,12179,r,EXTRA HIGH,117979082263.32,13491723221.43
5966,5966,9,INDIA,NO,1,YES,MEDIUM,1086,r,MEDIUM,2148907078.8,383001419.69
5967,5967,8,INDIA,NO,1,YES,SMALL,275,r,VERY LOW,58484811.0,7068628.9
5968,5968,2,INDIA,NO,1,NO,MEDIUM,2057,s,LOW,1594049029.32,223834697.36
5969,5969,8,INDIA,NO,3,NO,VERY SMALL,18,r,VERY LOW,3963485.52,320545.48
5970,5970,9,INDIA,NO,1,NO,LARGE,10304,r,MEDIUM,19630849835.52,2880358757.36
5971,5971,0,INDIA,NO,3,YES,SMALL,96,r,EXTRA HIGH,1031280549.12,-182512944.95
5972,5972,2,INDIA,NO,1,NO,LARGE,6876,s,LOW,4825344666.24,-116093219.85
5973,5973,1,INDIA,NO,1,YES,MEDIUM,1141,r,HIGH,4296937357.44,305996908.55
5974,5974,3,INDIA,NO,3,NO,VERY SMALL,30,b,HIGH,117611784.0,-18232174.71
5975,5975,1,INDIA,NO,2,YES,SMALL,242,r,HIGH,670537985.04,120501816.59
5976,5976,1,INDIA,NO,3,YES,VERY SMALL,25,r,HIGH,70655697.0,8478238.36
5977,5977,8,INDIA,NO,1,YES,MEDIUM,1766,r,VERY LOW,459646003.2,13465042.29
5978,5978,5,INDIA,NO,1,NO,SMALL,80,b,LOW,70581772.8,9326369.58
5979,5979,9,INDIA,NO,1,NO,SMALL,208,r,MEDIUM,296671514.88,40032676.84
5980,5980,0,INDIA,NO,1,YES,SMALL,111,r,EXTRA HIGH,868928721.48,99736701.02
5981,5981,0,INDIA,NO,2,YES,LARGE,10205,r,EXTRA HIGH,88806751480.2,7853021616.28
5982,5982,6,INDIA,NO,1,YES,MEDIUM,1904,s,MEDIUM,3132276873.6,242543463.81
5983,5983,9,INDIA,NO,1,NO,VERY SMALL,32,r,MEDIUM,65143392.0,8503817.02
5984,5984,0,INDIA,NO,2,NO,SMALL,190,r,EXTRA HIGH,1773777049.2,301005078.28
5985,5985,0,INDIA,NO,3,YES,LARGE,7637,r,EXTRA HIGH,75660112440.36,6946248289.54
5986,5986,8,INDIA,NO,1,YES,MEDIUM,1833,r,VERY LOW,323136857.16,38845064.25
5987,5987,3,INDIA,NO,3,YES,VERY LARGE,19548,b,HIGH,75343444328.16,14177140671.76
5988,5988,5,INDIA,NO,3,YES,MEDIUM,1490,b,LOW,1249198537.2,121400516.58
5989,5989,0,INDIA,NO,1,YES,SMALL,266,r,EXTRA HIGH,2486948454.48,180294689.41
5990,5990,3,INDIA,NO,2,YES,VERY SMALL,38,b,HIGH,86983956.24,-16077961.61
5991,5991,7,INDIA,NO,2,NO,SMALL,216,r,VERY HIGH,1782023509.44,-35798231.9
5992,5992,9,INDIA,NO,1,NO,LARGE,8216,r,MEDIUM,15410902703.04,-1342191242.06
5993,5993,1,INDIA,NO,1,YES,MEDIUM,1919,r,HIGH,4333059705.24,387005525.82
5994,5994,0,INDIA,NO,1,NO,VERY SMALL,45,r,EXTRA HIGH,442587645.0,83236853.35
5995,5995,9,INDIA,NO,2,YES,LARGE,4732,r,MEDIUM,10220619165.12,563326658.27
5996,5996,0,INDIA,NO,2,NO,LARGE,11425,r,EXTRA HIGH,121999797774.0,14737412250.44
5997,5997,3,INDIA,NO,1,NO,EXTRA LARGE,86966,b,HIGH,285323260324.08,37142940838.34
5998,5998,0,INDIA,NO,1,NO,MEDIUM,1862,r,EXTRA HIGH,17944140847.92,412328154.95
5999,5999,9,INDIA,NO,3,YES,LARGE,9609,r,MEDIUM,18058860948.96,1961239142.67
6000,6000,5,INDIA,NO,3,YES,VERY SMALL,47,b,LOW,54594184.8,-9599716.22
6001,6001,6,INDIA,NO,1,YES,MEDIUM,1315,s,MEDIUM,2458327381.2,245249196.33
6002,6002,0,INDIA,NO,2,NO,EXTRA LARGE,128590,r,EXTRA HIGH,994585979956.8,170797587779.24
6003,6003,3,INDIA,NO,3,NO,MEDIUM,1926,b,HIGH,4461356277.36,-377725333.71
6004,6004,7,INDIA,NO,3,NO,VERY LARGE,21771,r,VERY HIGH,132553616531.76,-24287964487.18
6005,6005,8,INDIA,NO,4,NO,SMALL,258,r,VERY LOW,71992897.92,3056272.3
6006,6006,4,INDIA,NO,2,YES,SMALL,214,s,LOW,132098664.72,-15840316.72
6007,6007,8,INDIA,NO,1,YES,SMALL,247,r,VERY LOW,45901067.16,6559043.49
6008,6008,9,INDIA,NO,1,YES,SMALL,173,r,MEDIUM,378262998.36,-63291429.8
6009,6009,7,INDIA,NO,3,YES,VERY LARGE,41346,r,VERY HIGH,240067178915.76,37304960092.75
6010,6010,4,INDIA,NO,3,NO,SMALL,158,s,LOW,182526403.2,15016943.42
6011,6011,1,INDIA,NO,1,YES,VERY SMALL,29,r,HIGH,96984767.28,-15156662.16
6012,6012,0,INDIA,NO,1,NO,SMALL,291,r,EXTRA HIGH,2573932108.32,105763226.96
6013,6013,9,INDIA,NO,1,YES,SMALL,163,r,MEDIUM,264674712.12,33439287.55
6014,6014,0,INDIA,NO,1,YES,VERY LARGE,42141,r,EXTRA HIGH,452489894374.32,41929263400.36
6015,6015,4,INDIA,NO,5,NO,VERY LARGE,35525,s,LOW,33083697843.0,2818625512.18
6016,6016,0,INDIA,NO,1,YES,VERY SMALL,24,r,EXTRA HIGH,267878453.76,-24284311.37
6017,6017,0,INDIA,NO,5,NO,SMALL,226,r,EXTRA HIGH,1783491882.0,96407856.75
6018,6018,3,INDIA,NO,1,YES,MEDIUM,1448,b,HIGH,3377123079.36,502701238.54
6019,6019,7,INDIA,NO,1,YES,SMALL,211,r,VERY HIGH,1184804051.88,-199378753.6
6020,6020,9,INDIA,NO,1,NO,SMALL,233,r,MEDIUM,502337664.12,82635798.42
6021,6021,8,INDIA,NO,1,YES,MEDIUM,2086,r,VERY LOW,437069233.44,11931601.29
6022,6022,8,INDIA,NO,3,NO,VERY SMALL,28,r,VERY LOW,5164225.92,646679.54
6023,6023,0,INDIA,NO,3,NO,VERY SMALL,34,r,EXTRA HIGH,298104951.12,26030902.3
6024,6024,0,INDIA,NO,3,YES,EXTRA LARGE,81733,r,EXTRA HIGH,773845405658.76,22025224953.05
6025,6025,9,INDIA,NO,2,YES,EXTRA LARGE,129503,r,MEDIUM,181793244768.96,33036632208.88
6026,6026,0,INDIA,NO,1,NO,VERY SMALL,28,r,EXTRA HIGH,204279200.16,-8467140.0
6027,6027,9,INDIA,NO,1,YES,MEDIUM,1882,r,MEDIUM,3672670830.96,431954846.84
6028,6028,8,INDIA,NO,1,NO,SMALL,245,r,VERY LOW,55904129.4,-7107068.8
6029,6029,8,INDIA,NO,2,YES,MEDIUM,1464,r,VERY LOW,331656433.92,32539728.74
6030,6030,0,INDIA,NO,1,NO,VERY LARGE,37950,r,EXTRA HIGH,404017677954.0,23286894589.67
6031,6031,5,INDIA,NO,3,YES,SMALL,193,b,LOW,106236332.76,-14851375.72
6032,6032,9,INDIA,NO,3,YES,VERY SMALL,26,r,MEDIUM,57129646.08,8895280.45
6033,6033,4,INDIA,NO,2,YES,SMALL,226,s,LOW,191640415.44,-28464600.6
6034,6034,9,INDIA,NO,1,YES,SMALL,339,r,MEDIUM,533552045.76,48219769.56
6035,6035,8,INDIA,NO,2,NO,VERY SMALL,31,r,VERY LOW,7614218.76,-386156.54
6036,6036,9,INDIA,NO,1,YES,VERY SMALL,32,r,MEDIUM,51235948.8,1696090.31
6037,6037,0,INDIA,NO,2,NO,VERY SMALL,46,r,EXTRA HIGH,293198978.64,23692536.58
6038,6038,3,INDIA,NO,2,YES,EXTRA LARGE,120514,b,HIGH,440073752601.12,-21643914563.86
6039,6039,8,INDIA,NO,1,YES,VERY SMALL,16,r,VERY LOW,3516493.44,422952.69
6040,6040,3,INDIA,NO,3,NO,VERY SMALL,21,b,HIGH,68360778.36,3144119.97
6041,6041,0,INDIA,NO,1,YES,MEDIUM,1820,r,EXTRA HIGH,15313641252.0,-2931170646.68
6042,6042,3,INDIA,NO,2,NO,VERY LARGE,50815,b,HIGH,116798145381.0,-18834475572.4
6043,6043,7,INDIA,NO,1,NO,SMALL,255,r,VERY HIGH,1628301643.2,225313915.24
6044,6044,9,INDIA,NO,2,YES,LARGE,8476,r,MEDIUM,15430419332.64,2690553167.15
6045,6045,6,INDIA,NO,4,NO,VERY SMALL,25,s,MEDIUM,47234241.0,7720306.9
6046,6046,7,INDIA,NO,4,NO,MEDIUM,1428,r,VERY HIGH,9005508126.72,102485461.86
6047,6047,3,INDIA,NO,1,NO,VERY SMALL,10,b,HIGH,40860306.0,2229373.16
6048,6048,6,INDIA,NO,1,YES,SMALL,191,s,MEDIUM,303458714.28,29398036.59
6049,6049,0,INDIA,NO,3,NO,MEDIUM,1539,r,EXTRA HIGH,16293390968.52,-2956532851.46
6050,6050,9,INDIA,NO,1,YES,MEDIUM,1387,r,MEDIUM,2817571883.76,524567119.7
6051,6051,9,INDIA,NO,1,NO,SMALL,225,r,MEDIUM,483748578.0,54062849.95
6052,6052,9,INDIA,NO,3,NO,MEDIUM,1544,r,MEDIUM,2274149694.72,146578216.42
6053,6053,9,INDIA,NO,2,NO,LARGE,9389,r,MEDIUM,19191766845.48,3244502358.17
6054,6054,0,INDIA,NO,1,NO,VERY SMALL,42,r,EXTRA HIGH,385320816.72,17850179.87
6055,6055,7,INDIA,NO,1,YES,LARGE,11476,r,VERY HIGH,62783513618.4,9495192869.78
6056,6056,6,INDIA,NO,2,NO,MEDIUM,2171,s,MEDIUM,3832936712.28,736118542.0
6057,6057,0,INDIA,NO,3,YES,LARGE,8248,r,EXTRA HIGH,88196689129.92,10371601511.37
6058,6058,4,INDIA,NO,1,NO,LARGE,7277,s,LOW,7789372405.68,390053519.87
6059,6059,0,INDIA,NO,1,NO,EXTRA LARGE,102515,r,EXTRA HIGH,780153903958.8,51354382301.16
6060,6060,2,INDIA,NO,1,NO,SMALL,161,s,LOW,110399754.36,-6848073.85
6061,6061,0,INDIA,NO,4,NO,VERY SMALL,37,r,EXTRA HIGH,472251604.56,85171888.01
6062,6062,8,INDIA,NO,2,NO,SMALL,352,r,VERY LOW,107472752.64,17326787.15
6063,6063,0,INDIA,NO,2,NO,VERY SMALL,28,r,EXTRA HIGH,282314581.92,13846581.7
6064,6064,8,INDIA,NO,2,YES,MEDIUM,1103,r,VERY LOW,304476973.2,-41176501.73
6065,6065,7,INDIA,NO,1,YES,SMALL,177,r,VERY HIGH,1185439297.32,233038179.03
6066,6066,1,INDIA,NO,1,NO,VERY SMALL,39,r,HIGH,121724726.76,5056782.74
6067,6067,0,INDIA,NO,3,YES,VERY SMALL,34,r,EXTRA HIGH,211041223.2,3533983.75
6068,6068,8,INDIA,NO,1,YES,SMALL,166,r,VERY LOW,26638259.04,3345401.77
6069,6069,3,INDIA,NO,3,NO,VERY SMALL,21,b,HIGH,72546926.76,3289940.62
6070,6070,1,INDIA,NO,1,YES,VERY SMALL,42,r,HIGH,121114682.64,23918144.15
6071,6071,3,INDIA,NO,2,YES,LARGE,11221,b,HIGH,29540312587.8,5364104924.97
6072,6072,9,INDIA,NO,4,YES,VERY SMALL,24,r,MEDIUM,53008945.92,5010040.16
6073,6073,9,INDIA,NO,1,YES,VERY LARGE,30900,r,MEDIUM,46704114000.0,8129728904.6
6074,6074,1,INDIA,NO,3,YES,VERY SMALL,33,r,HIGH,111543513.84,18385115.65
6075,6075,0,OFFSHORE,YES,3,NO,LARGE,7008,r,EXTRA HIGH,61566659735.04,2369284433.29
6076,6076,8,INDIA,NO,3,YES,SMALL,181,r,VERY LOW,24880107.96,-2778195.42
6077,6077,0,INDIA,NO,1,NO,VERY SMALL,23,r,EXTRA HIGH,185141923.32,28841171.37
6078,6078,9,INDIA,NO,5,NO,VERY LARGE,36334,r,MEDIUM,69348594067.92,8872640548.62
6079,6079,7,INDIA,NO,2,YES,MEDIUM,1353,r,VERY HIGH,9713730094.2,-1860892884.57
6080,6080,6,INDIA,NO,1,NO,SMALL,188,s,MEDIUM,346701696.48,51005399.14
6081,6081,7,INDIA,NO,1,NO,VERY SMALL,25,r,VERY HIGH,140833989.0,-20828614.32
6082,6082,7,INDIA,NO,2,NO,MEDIUM,1358,r,VERY HIGH,7450567214.16,148846810.65
6083,6083,9,INDIA,NO,3,NO,SMALL,201,r,MEDIUM,317515269.96,-57383663.63
